聚类个数,ZDAC,ZTOE,ZFS,ZIS,ZIBC
1254,-0.06692033648821975,-0.258416449303696,-0.26679485557927296,0.8001255119486256,-0.7601369358969498
1008,0.09200322475810536,-0.27423366484952455,-0.204060198408937,-0.861979627457407,0.9000276958264204
188,-0.00012578503688970535,-0.1830938924446127,2.4250332285419343,-0.4789998172174755,0.18001138271446726
105,-0.16660216763075913,3.0747991675666717,0.3779750468939197,-0.7415123595204562,1.0321673007791017
100,0.08695726588222503,3.1204950078024196,0.4465980200287108,0.33428835880020574,-0.9623590631038375
