ZRC,ZDAC,ZNOI,ZFS,ZIBC,类别
0.6487283489979776,-1.2640982231347202,-0.018992574395308,-0.0174793745608105,-1.3500678307621812,1
0.1901410160941637,-1.2640982231347202,-0.0237189109797623,-0.0174793745608105,-1.3500678307621812,1
0.2359997493845451,-0.866728961659148,0.0152733658419855,-0.0174793745608105,-0.7247311087325945,1
0.1901410160941637,-0.866728961659148,0.0093654451114177,-0.0174793745608105,-0.0993943867030077,1
0.9307595587338232,-0.469359700183576,0.2421375218957916,2.4250332285419343,-1.3500678307621812,1
0.921862964475489,-0.469359700183576,-0.0059951487880587,2.4250332285419343,-1.3500678307621812,1
-0.0391526503577431,-0.0719904387080038,0.0282707914492348,-0.0174793745608105,-1.3500678307621812,1
2.0244903477094187,0.3253788227675683,-0.002450396349718,-0.0174793745608105,0.5259423353265789,3
4.317427012228488,-0.0719904387080038,0.2823113828636531,2.4250332285419343,-1.3500678307621812,1
0.8780220154498845,-0.866728961659148,-0.0343531682947844,-0.0174793745608105,-0.7247311087325945,1
5.981411837550976,-0.866728961659148,1.1826785022021955,2.4250332285419343,1.1512790573561655,3
0.8780220154498845,-0.469359700183576,0.0282707914492348,-0.0174793745608105,0.5259423353265789,3
1.4732683735590346,-0.866728961659148,0.2764034621330852,2.4250332285419343,-1.3500678307621812,1
4.317427012228488,0.3253788227675683,-0.018992574395308,-0.0174793745608105,1.7766157793857522,3
0.8780220154498845,-0.866728961659148,-0.0048135646419451,-0.0174793745608105,-0.7247311087325945,1
0.8780220154498845,-0.866728961659148,0.1913294036129079,2.4250332285419343,-0.7247311087325945,1
0.763375182223931,0.3253788227675683,0.1842398987362265,2.4250332285419343,-0.7247311087325945,1
1.3299598320265928,-0.469359700183576,-0.0343531682947844,-0.0174793745608105,1.7766157793857522,3
0.9238807487402658,-0.866728961659148,0.2185058389735201,2.4250332285419343,0.5259423353265789,3
1.231248908619047,0.3253788227675683,0.0270892073031213,-0.0174793745608105,-0.7247311087325945,1
0.8780220154498845,0.3253788227675683,0.0081838609653041,-0.0174793745608105,-1.3500678307621812,1
2.535081484164525,-0.469359700183576,0.0081838609653041,-0.0174793745608105,0.5259423353265789,3
0.8780220154498845,-0.0719904387080038,-0.0119030695186266,-0.0174793745608105,0.5259423353265789,3
0.8894866987724798,-0.866728961659148,-0.0201741585414216,-0.0174793745608105,-1.3500678307621812,1
5.482238837804175,-0.469359700183576,-0.0343531682947844,2.4250332285419343,0.5259423353265789,3
2.0244903477094187,-1.2640982231347202,0.11925277069998,2.4250332285419343,-1.3500678307621812,1
0.8780220154498845,0.3253788227675683,-0.0296268317103301,-2.4599919776635555,-1.3500678307621812,1
1.5975455407759682,0.3253788227675683,0.014091781695872,-0.0174793745608105,0.5259423353265789,3
2.5977245138391862,0.3253788227675683,0.0117286134036448,-0.0174793745608105,1.7766157793857522,3
0.8780220154498845,0.3253788227675683,0.0448129694948249,-0.0174793745608105,1.7766157793857522,3
1.4053974482892702,-0.866728961659148,0.0979842560699356,2.4250332285419343,-1.3500678307621812,1
7.011627593038394,0.3253788227675683,0.0542656426637334,-0.0174793745608105,-1.3500678307621812,1
11.196237005785695,0.3253788227675683,0.0235444548647805,-0.0174793745608105,-1.3500678307621812,1
0.9238807487402658,-0.866728961659148,-0.027263663418103,-0.0174793745608105,1.7766157793857522,3
0.8780220154498845,-0.866728961659148,0.0117286134036448,2.4250332285419343,-1.3500678307621812,1
0.8780220154498845,-0.866728961659148,0.0341787121798027,-0.0174793745608105,-1.3500678307621812,1
0.768724603462254,-1.2640982231347202,0.0802604938782321,-0.0174793745608105,-0.7247311087325945,1
1.1073156819017913,-0.866728961659148,-0.0071767329341723,-0.0174793745608105,-1.3500678307621812,1
3.8588398398302406,-0.469359700183576,0.0507208902253927,2.4250332285419343,0.5259423353265789,3
0.8780220154498845,0.3253788227675683,0.1310686121611157,2.4250332285419343,-1.3500678307621812,1
0.0979923857030048,-0.866728961659148,-0.0142662378108537,-0.0174793745608105,0.5259423353265789,3
0.8780220154498845,0.3253788227675683,0.0129101975497584,-0.0174793745608105,-1.3500678307621812,1
