ZDAC,ZTOE,ZFS,ZIS,ZIBC,类别
-1.2640982231347202,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-1.2640982231347202,-0.0181507173857239,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.866728961659148,0.4008941057368587,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.866728961659148,0.4008941057368587,-0.0174793745608105,1.1411388975407022,-0.0993943867030077,1
-0.469359700183576,0.4008941057368587,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.469359700183576,0.4008941057368587,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.0719904387080038,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.0719904387080038,0.8199389288594413,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.866728961659148,1.238983751982024,2.4250332285419343,1.1411388975407022,1.1512790573561655,0
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.866728961659148,0.8199389288594413,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-0.7247311087325945,1
-0.866728961659148,0.8199389288594413,2.4250332285419343,1.1411388975407022,-0.7247311087325945,0
0.3253788227675683,1.6580285751046069,2.4250332285419343,1.1411388975407022,-0.7247311087325945,4
-0.469359700183576,2.0770733982271894,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,3
-0.866728961659148,0.8199389288594413,2.4250332285419343,-0.8759874493105392,0.5259423353265789,0
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
0.3253788227675683,2.496118221349772,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,4
-0.469359700183576,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.0719904387080038,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.469359700183576,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,0.5259423353265789,0
-1.2640982231347202,0.8199389288594413,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
0.3253788227675683,0.8199389288594413,-2.4599919776635555,-0.8759874493105392,-1.3500678307621812,1
0.3253788227675683,1.6580285751046069,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,3
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
0.3253788227675683,2.496118221349772,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,3
-0.866728961659148,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
0.3253788227675683,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
0.3253788227675683,2.9151630444723544,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,4
-0.866728961659148,1.6580285751046069,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,3
-0.866728961659148,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-1.2640982231347202,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.469359700183576,1.6580285751046069,2.4250332285419343,-0.8759874493105392,0.5259423353265789,0
0.3253788227675683,0.8199389288594413,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.866728961659148,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.866728961659148,-0.4371955405083065,2.4250332285419343,1.1411388975407022,-0.7247311087325945,0
0.7227480842431404,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
1.1201173457187126,-0.0181507173857239,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
-0.866728961659148,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
1.1201173457187126,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.866728961659148,2.9151630444723544,2.4250332285419343,-0.8759874493105392,1.7766157793857522,3
1.5174866071942847,0.4008941057368587,2.4250332285419343,1.1411388975407022,-0.7247311087325945,0
-0.0719904387080038,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
1.5174866071942847,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
0.3253788227675683,2.9151630444723544,2.4250332285419343,1.1411388975407022,-0.7247311087325945,4
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
-0.866728961659148,-0.0181507173857239,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.866728961659148,2.9151630444723544,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,4
-1.2640982231347202,2.496118221349772,-0.0174793745608105,-0.8759874493105392,-0.7247311087325945,4
-1.2640982231347202,2.496118221349772,2.4250332285419343,-0.8759874493105392,1.7766157793857522,3
1.5174866071942847,-0.0181507173857239,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
0.3253788227675683,2.9151630444723544,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,4
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-0.7247311087325945,2
0.3253788227675683,3.334207867594937,2.4250332285419343,-0.8759874493105392,1.7766157793857522,3
-0.469359700183576,2.496118221349772,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,4
-0.866728961659148,0.8199389288594413,2.4250332285419343,-0.8759874493105392,0.5259423353265789,0
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.0993943867030077,1
-0.866728961659148,1.6580285751046069,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,3
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,1.1512790573561655,1
-0.469359700183576,0.4008941057368587,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.0719904387080038,-0.4371955405083065,-2.4599919776635555,-0.8759874493105392,0.5259423353265789,2
-0.0719904387080038,-0.0181507173857239,2.4250332285419343,-0.8759874493105392,1.7766157793857522,0
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
1.914855868669857,2.496118221349772,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,3
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.469359700183576,2.9151630444723544,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,3
0.3253788227675683,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-1.2640982231347202,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,1.7766157793857522,0
-0.469359700183576,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.866728961659148,2.496118221349772,2.4250332285419343,1.1411388975407022,-0.7247311087325945,4
0.3253788227675683,0.8199389288594413,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
0.3253788227675683,2.496118221349772,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,3
-1.2640982231347202,0.8199389288594413,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.469359700183576,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
-1.2640982231347202,2.9151630444723544,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,3
1.5174866071942847,0.8199389288594413,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.866728961659148,-0.4371955405083065,2.4250332285419343,1.1411388975407022,-0.7247311087325945,0
-0.866728961659148,0.8199389288594413,2.4250332285419343,-0.8759874493105392,0.5259423353265789,0
-0.0719904387080038,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.866728961659148,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.866728961659148,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,-1.3500678307621812,0
-0.866728961659148,2.496118221349772,2.4250332285419343,1.1411388975407022,-0.7247311087325945,4
-0.469359700183576,2.9151630444723544,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,3
-0.866728961659148,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,1.7766157793857522,0
0.3253788227675683,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
0.3253788227675683,-0.4371955405083065,2.4250332285419343,-0.8759874493105392,1.7766157793857522,0
2.3122251301454293,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
1.5174866071942847,2.496118221349772,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,3
-1.2640982231347202,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
0.3253788227675683,0.4008941057368587,-0.0174793745608105,1.1411388975407022,1.1512790573561655,1
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
0.3253788227675683,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.469359700183576,-0.4371955405083065,-2.4599919776635555,1.1411388975407022,-0.7247311087325945,1
-1.2640982231347202,0.4008941057368587,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.866728961659148,0.4008941057368587,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,1.1411388975407022,-0.7247311087325945,1
-1.2640982231347202,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,2
-0.469359700183576,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
-0.866728961659148,2.9151630444723544,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,4
0.3253788227675683,0.8199389288594413,-0.0174793745608105,-0.8759874493105392,1.7766157793857522,2
1.1201173457187126,2.496118221349772,2.4250332285419343,1.1411388975407022,-0.7247311087325945,4
0.3253788227675683,-0.4371955405083065,-0.0174793745608105,-0.8759874493105392,-1.3500678307621812,1
2.709594391621001,2.9151630444723544,-0.0174793745608105,-0.8759874493105392,0.5259423353265789,3
0.3253788227675683,2.9151630444723544,-2.4599919776635555,1.1411388975407022,1.1512790573561655,3
0.3253788227675683,0.4008941057368587,2.4250332285419343,-0.8759874493105392,0.5259423353265789,0
