ZRC,ZDAC,ZNOI,ZTOE,ZFS,ZIS,ZIBC,类别
0.6487283489979776,1.2333172550317646,-0.018992574395308,0.0118221694321912,-0.0174793745608105,0.8759874493105392,-2.393983178211516,3
0.1901410160941637,1.2333172550317646,-0.0237189109797623,0.4248203252541234,-0.0174793745608105,0.8759874493105392,-2.393983178211516,3
0.2359997493845451,-0.1624446000873042,0.0152733658419855,3.3158074160076487,-0.0174793745608105,-1.1411388975407022,0.791355770446184,1
0.1901410160941637,-0.1624446000873042,0.0093654451114177,3.3158074160076487,-0.0174793745608105,-1.1411388975407022,-1.1198475987484358,1
0.9307595587338232,-0.9999017131587457,0.2421375218957916,3.3158074160076487,2.4250332285419343,0.8759874493105392,-2.393983178211516,3
0.921862964475489,-0.9999017131587457,-0.0059951487880587,3.3158074160076487,2.4250332285419343,0.8759874493105392,-2.393983178211516,3
-0.0391526503577431,-1.558206455206373,0.0282707914492348,3.3158074160076487,-0.0174793745608105,0.8759874493105392,-2.393983178211516,3
2.0244903477094187,0.6750125129841371,-0.002450396349718,0.0118221694321912,-0.0174793745608105,0.8759874493105392,0.154287980714644,4
4.317427012228488,-1.558206455206373,0.2823113828636531,0.8378184810760556,2.4250332285419343,0.8759874493105392,-2.393983178211516,3
0.8780220154498845,-0.1624446000873042,-0.0343531682947844,0.0118221694321912,-0.0174793745608105,-1.1411388975407022,0.791355770446184,1
5.981411837550976,-0.1624446000873042,1.1826785022021955,2.076812948541852,2.4250332285419343,-1.1411388975407022,-1.7569153884799755,3
0.8780220154498845,-0.9999017131587457,0.0282707914492348,0.0118221694321912,-0.0174793745608105,0.8759874493105392,0.154287980714644,0
1.4732683735590346,-0.1624446000873042,0.2764034621330852,0.8378184810760556,2.4250332285419343,0.8759874493105392,-2.393983178211516,3
4.317427012228488,0.6750125129841371,-0.018992574395308,0.0118221694321912,-0.0174793745608105,0.8759874493105392,-0.4827798090168959,4
0.8780220154498845,-0.1624446000873042,-0.0048135646419451,0.0118221694321912,-0.0174793745608105,0.8759874493105392,0.791355770446184,4
0.8780220154498845,-0.1624446000873042,0.1913294036129079,0.8378184810760556,2.4250332285419343,-1.1411388975407022,0.791355770446184,1
0.763375182223931,0.6750125129841371,0.1842398987362265,-4.118159388787131,2.4250332285419343,-1.1411388975407022,0.791355770446184,1
1.3299598320265928,-0.9999017131587457,-0.0343531682947844,2.4898111043637843,-0.0174793745608105,0.8759874493105392,-0.4827798090168959,0
0.9238807487402658,-0.1624446000873042,0.2185058389735201,0.8378184810760556,2.4250332285419343,0.8759874493105392,0.154287980714644,4
1.231248908619047,0.6750125129841371,0.0270892073031213,0.0118221694321912,-0.0174793745608105,-1.1411388975407022,0.791355770446184,1
0.8780220154498845,0.6750125129841371,0.0081838609653041,-0.4011759863897409,-0.0174793745608105,0.8759874493105392,-2.393983178211516,3
2.535081484164525,-0.9999017131587457,0.0081838609653041,0.8378184810760556,-0.0174793745608105,0.8759874493105392,0.154287980714644,0
0.8780220154498845,-1.558206455206373,-0.0119030695186266,0.0118221694321912,-0.0174793745608105,0.8759874493105392,0.154287980714644,0
0.8894866987724798,-0.1624446000873042,-0.0201741585414216,0.0118221694321912,-0.0174793745608105,0.8759874493105392,-2.393983178211516,3
5.482238837804175,-0.9999017131587457,-0.0343531682947844,0.0118221694321912,2.4250332285419343,0.8759874493105392,0.154287980714644,0
2.0244903477094187,1.2333172550317646,0.11925277069998,0.8378184810760556,2.4250332285419343,0.8759874493105392,-2.393983178211516,3
0.8780220154498845,0.6750125129841371,-0.0296268317103301,0.8378184810760556,-2.4599919776635555,0.8759874493105392,-2.393983178211516,2
1.5975455407759682,0.6750125129841371,0.014091781695872,-4.118159388787131,-0.0174793745608105,0.8759874493105392,0.154287980714644,4
2.5977245138391862,0.6750125129841371,0.0117286134036448,0.0118221694321912,-0.0174793745608105,0.8759874493105392,-0.4827798090168959,4
0.8780220154498845,0.6750125129841371,0.0448129694948249,-0.4011759863897409,-0.0174793745608105,0.8759874493105392,-0.4827798090168959,4
1.4053974482892702,-0.1624446000873042,0.0979842560699356,0.0118221694321912,2.4250332285419343,0.8759874493105392,-2.393983178211516,3
7.011627593038394,0.6750125129841371,0.0542656426637334,0.8378184810760556,-0.0174793745608105,0.8759874493105392,-2.393983178211516,3
11.196237005785695,0.6750125129841371,0.0235444548647805,-4.531157544609063,-0.0174793745608105,0.8759874493105392,-2.393983178211516,5
