Zcluster,ZCT,ZRC,类别
-0.8157023809629251,-2.926139095334296,0.6487283489979776,0
-0.8157023809629251,-0.3339356262814029,0.1901410160941637,2
1.22547558459463,-1.653762263230538,0.2359997493845451,0
1.22547558459463,-1.240639505826764,0.1901410160941637,1
1.22547558459463,-3.7766252713128514,0.9307595587338232,0
-0.8157023809629251,-1.1086052662570187,0.921862964475489,0
-0.8157023809629251,-2.3175437723175003,-0.0391526503577431,0
-0.8157023809629251,0.2741439379870731,2.0244903477094187,2
-0.8157023809629251,-5.8577118207813,4.317427012228488,0
-0.8157023809629251,0.3288143653089208,0.8780220154498845,2
1.22547558459463,-5.949001119233819,5.981411837550976,0
1.22547558459463,0.7759772001017696,0.8780220154498845,1
1.22547558459463,-5.076337317077533,1.4732683735590346,0
-0.8157023809629251,-0.4639068308578711,4.317427012228488,0
1.22547558459463,-0.0817295983532564,0.8780220154498845,1
-0.8157023809629251,-3.2629295579868103,0.8780220154498845,0
-0.8157023809629251,-2.944190651525472,0.763375182223931,0
-0.8157023809629251,-1.895137357443979,1.3299598320265928,0
1.22547558459463,-4.5765670899561135,0.9238807487402658,0
1.22547558459463,0.0745453023874969,1.231248908619047,1
1.22547558459463,0.6006192256732015,0.8780220154498845,1
-0.8157023809629251,-5.133070779392658,2.535081484164525,0
1.22547558459463,0.082797442360606,0.8780220154498845,1
-0.8157023809629251,-3.491410683492268,0.8894866987724798,0
1.22547558459463,0.7728826476118537,5.482238837804175,1
-0.8157023809629251,-4.0427567854456194,2.0244903477094187,0
-0.8157023809629251,-3.685335972860332,0.8780220154498845,0
-0.8157023809629251,-1.276226859460797,1.5975455407759682,0
-0.8157023809629251,-2.237601166328006,2.5977245138391862,0
1.22547558459463,-0.5309554681393824,0.8780220154498845,1
1.22547558459463,-2.461956221846909,1.4053974482892702,0
-0.8157023809629251,-2.475365949303212,7.011627593038394,0
-0.8157023809629251,-2.290724317404896,11.196237005785695,0
1.22547558459463,-1.8471717938502823,0.9238807487402658,0
1.22547558459463,-2.934906994055724,0.8780220154498845,0
1.22547558459463,-1.6094070108750766,0.8780220154498845,0
1.22547558459463,-0.1317581969402302,0.768724603462254,1
1.22547558459463,-0.7140498237927404,1.1073156819017913,1
-0.8157023809629251,-1.2411552645750834,3.8588398398302406,0
1.22547558459463,-1.4000089590574334,0.8780220154498845,0
-0.8157023809629251,-1.775481327833897,0.0979923857030048,0
1.22547558459463,-0.6898091626217324,0.8780220154498845,1
-0.8157023809629251,-2.3629305421696003,0.6028696157075961,0
-0.8157023809629251,0.3731696176643821,0.8780220154498845,2
-0.8157023809629251,-2.6125577763561503,0.8550926488046937,0
-0.8157023809629251,-2.5192054429103536,0.6487283489979776,0
1.22547558459463,-2.018403698292296,0.9009513820950752,0
-0.8157023809629251,-1.8002377477532243,0.5341867338203918,0
-0.8157023809629251,-2.0127303520607835,0.5141329667907082,0
-0.8157023809629251,0.2793015254702662,0.8780220154498845,2
1.22547558459463,-1.0389778352339107,0.4561216691783757,1
-0.8157023809629251,-0.2833912689461098,0.4882227824816427,2
-0.8157023809629251,-0.8971441794460984,0.167211649448973,2
-0.8157023809629251,-1.3773155741313834,0.4584146058428948,0
-0.8157023809629251,-2.8508383180796755,1.484974755335437,0
-0.8157023809629251,-2.905508745401523,0.4194346825460706,0
-0.8157023809629251,-3.230436756842693,0.4194346825460706,0
1.22547558459463,-1.2525019570381084,0.8780220154498845,0
-0.8157023809629251,0.3406768165202651,0.8780220154498845,2
1.22547558459463,-0.3380616962679575,0.8780220154498845,1
1.22547558459463,-1.3649373641717195,1.080341574980389,0
1.22547558459463,0.0688719561559844,0.8780220154498845,1
-0.8157023809629251,-2.5491194503128742,3.056311846743,0
1.22547558459463,-0.3684914624187972,0.4194346825460706,1
-0.8157023809629251,-0.2204687016511529,0.4194346825460706,2
-0.8157023809629251,-1.1942212184780256,0.8780220154498845,0
1.22547558459463,-0.8213276434431586,0.3763274732531121,1
1.22547558459463,0.105490827286656,-0.0986571908717303,1
1.22547558459463,-2.9488324802603456,-0.0391526503577431,0
-0.8157023809629251,-2.2448217888044764,0.5111521491268334,0
1.22547558459463,-1.427859931466677,0.0028837575128849,0
-0.8157023809629251,-0.25296150279527,0.8780220154498845,2
-0.8157023809629251,-0.285454303939387,-0.0136758310782718,2
-0.8157023809629251,0.1302472472059833,0.8780220154498845,2
1.22547558459463,-0.1534200643696416,0.4194346825460706,1
-0.8157023809629251,-0.3829327073717382,0.4194346825460706,2
-0.8157023809629251,-2.349005055964979,0.2818584826749265,0
1.22547558459463,-0.6449381515179518,0.4194346825460706,1
-0.8157023809629251,-0.0492367972091393,0.8780220154498845,2
-0.8157023809629251,-0.4494655859049302,2.0244903477094187,2
1.22547558459463,0.6950030766156367,2.0244903477094187,1
-0.8157023809629251,-3.73949064143386,0.8780220154498845,0
-0.8157023809629251,-2.3464262622233822,1.1073156819017913,0
-0.8157023809629251,-2.8188612756838776,0.2540675399961559,0
-0.8157023809629251,-1.930724711078012,0.5684755657398102,0
1.22547558459463,0.953398209523615,0.8780220154498845,1
1.22547558459463,-2.891067500448582,0.6510212856624966,0
-0.8157023809629251,-1.9204095361116251,0.3047878493201172,0
1.22547558459463,-0.5087778419616518,0.1901410160941637,1
-0.8157023809629251,-0.4943365970087109,0.1901410160941637,2
-0.8157023809629251,-4.70756981202922,0.1901410160941637,0
-0.8157023809629251,-0.183334071772162,0.1901410160941637,2
-0.8157023809629251,0.0229694275555651,0.3506465826104986,2
-0.8157023809629251,-1.780123156568771,1.565903014805605,0
-0.8157023809629251,-0.6758836764171109,-0.1537994835836966,2
-0.8157023809629251,-2.085452335573807,0.3357424942911246,0
1.22547558459463,-1.501613432476339,5.463895344488022,0
-0.8157023809629251,0.2318517206248889,0.8780220154498845,2
-0.8157023809629251,0.2715651442454765,0.8780220154498845,2
-0.8157023809629251,-0.3741648086503097,0.8780220154498845,2
1.22547558459463,0.3293301240572401,0.4194346825460706,1
-0.8157023809629251,-1.58413483220743,0.8780220154498845,0
-0.8157023809629251,-1.8688336612796936,-0.0104909420512548,0
-0.8157023809629251,-0.9332472918284506,-0.0391526503577431,2
-0.8157023809629251,0.0234851863038844,0.8780220154498845,2
1.22547558459463,0.3143731203559799,0.8780220154498845,1
-0.8157023809629251,-1.7584612891393596,0.4194346825460706,0
-0.8157023809629251,-2.78688423328808,0.2703937993523311,0
-0.8157023809629251,-2.699205246073796,1.565903014805605,0
1.22547558459463,-2.993187732615807,3.4002523464208605,0
1.22547558459463,0.0631986099244719,-0.0391526503577431,1
-0.8157023809629251,-1.1256253049515563,0.8780220154498845,0
-0.8157023809629251,-0.4577177258780393,2.5424647402242764,0
1.22547558459463,0.2251468568967378,0.8780220154498845,1
1.22547558459463,-1.283963240685587,2.4830776806132326,0
-0.8157023809629251,0.7223382902765605,0.2572757071454847,2
-0.8157023809629251,-0.5995513816658518,0.7152235122690306,2
-0.8157023809629251,-1.6594356094620504,0.0754941828682102,0
1.22547558459463,-1.7001805505792766,0.0754941828682102,0
1.22547558459463,-1.060639702663322,0.201605699416759,1
1.22547558459463,-0.3133052763486302,0.6487283489979776,1
-0.8157023809629251,-0.6444223927696324,0.1901410160941637,2
-0.8157023809629251,-0.6464854277629097,0.0598448901328676,2
-0.8157023809629251,-0.8594937908187881,0.0386510211095734,2
-0.8157023809629251,-0.637201770293162,-0.1537994835836966,2
1.22547558459463,-3.355766132684288,0.0001574558187717,0
-0.8157023809629251,-1.0580609089217257,-0.0051483996229253,2
1.22547558459463,-4.07267079284814,0.019111925038552,0
-0.8157023809629251,-2.373761475884306,0.4952116534350968,0
1.22547558459463,-2.2195496101368297,0.8780220154498845,0
-0.8157023809629251,-0.980697096673828,0.0244242236322764,2
-0.8157023809629251,0.6867509366425275,0.8780220154498845,2
1.22547558459463,-0.2194371841545143,-0.118983533269639,1
1.22547558459463,0.8177536587156343,-0.0188739184967365,1
1.22547558459463,0.5511063858345469,-0.0160857075126813,1
-0.8157023809629251,-0.4737062470759381,0.8780220154498845,2
-0.8157023809629251,0.557811249562698,-0.0391526503577431,2
-0.8157023809629251,-0.8306113009129062,1.080341574980389,2
1.22547558459463,0.7300746715013503,3.216817413259335,1
-0.8157023809629251,0.3757484114059787,-0.0391526503577431,2
-0.8157023809629251,-0.4535916558914847,0.8780220154498845,2
-0.8157023809629251,-0.1611564455944314,2.0244903477094187,2
1.22547558459463,0.3123100853627026,0.9238807487402658,1
1.22547558459463,-4.078859897827972,0.8782513091163363,0
-0.8157023809629251,-5.677712017617858,-0.0391526503577431,0
1.22547558459463,-0.3055688951238404,0.8780220154498845,1
-0.8157023809629251,-1.02453659028097,1.0087194053274713,0
-0.8157023809629251,-1.5083182962044903,0.8780220154498845,0
1.22547558459463,-1.4294072077116349,2.207925280870944,0
