聚类个数,Zcluster,ZDAC,ZFS
986,1.2254755845946297,-0.027256170935398796,0.1930820567411501
814,-0.8157023809629241,-0.7334589267908055,0.2345735230566716
644,-0.7681594159266462,0.9905404126288518,0.21387663287594003
211,-0.23527262772381,-0.06634063878181082,-2.4599919776635546
